ID,Capture method,Name,State,Site,Latitude,Longitude,Date,Ambient temp,Sex,Female breeding condition ,Mass (kg),Mass estimated,Body condition score,Stress level ,Drug(s),Dose: Zoletil (mL),Dose: Zoletil (mg/kg),Dose: Xylazine (mL),Dose: yohimbine (mg),Dose: yohimbine (mg/kg),Dose:atipamezole (mg),Dose:atipamezole (mg/kg),Drug admin site,induction_min,Depth Of Anaesthesia,Temp_body,Hyperthermia (Y/N),Respiratory rate ,Respiratory depth ,Heart rate ,Time of restraint,Time of release,Handling duration (min),Time standing,Recovery duration (min:sec),NA,Notes on recovery,Reversal time (min),Total duration (min:sec),Total duration (min),Injury,Injury type,n_in_trap,tags_in_trap,last_usable_fix,collar_in_hand,death_date,mortality,Collar end date,CaptureNAdeath duration,fate,collar_slip,notes_on_collar_recovery,notes_on_capture,Collar data
DM126,Pole syringe,Western Collared Pig 39,NSW,Mt Jack,-30.866131,143.656111,11/10/2021 10:28,12,m,NANone SelectedNA,68.6,NA,45416,Moderate ,Zoletil,2.1,3.06,NA,NA,NA,NA,NA,Rump,14,Minimal ,39.4,N,Normal,Normal,NA,11/10/2021 10:28,11/10/2021 11:01,33.15,11/10/2021 11:43,0:42:04,NA,NA,NA,1:29:13,29.22,NA,"Time to induction 14 mins and fought it the whole way, Paddling during process",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM127,Pole syringe,Western Collared Pig 40,NSW,Mt Jack,-30.831793,143.626242,12/10/2021 10:20,20,m,NANone SelectedNA,55.6,NA,45415,Moderate ,Zoletil,2,3.6,NA,NA,NA,NA,NA,Rump,7,Minimal ,39.5,N,Normal,Normal,NA,12/10/2021 10:20,12/10/2021 10:36,16.1,12/10/2021 11:35,0:59:36,NA,NA,NA,1:22:42,22.7,NA,NA,NA,NA,NA,NA,13/10/2021,13/10/2021 10:20,NA,1,dead_unknown,NA,Died day after collaring ,NA,NA
DM128,Pole syringe,Western Collared Pig 41,NSW,Mt Jack,-30.806955,143.763647,13/10/2021 9:16,23,f,Pregnant ,49,NA,45415,Moderate ,Zoletil,2,4.08,NA,NA,NA,NA,NA,Rump,3,Good,38.4,N,Normal,Normal,NA,13/10/2021 9:16,13/10/2021 9:32,15.27,13/10/2021 11:20,1:48:05,NA,NA,NA,2:06:21,6.35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM129,Pole syringe,Western Collared Pig 42,NSW,My Jack,-30.806189,143.777287,14/10/2021 7:46,17,m,NANone SelectedNA,49,NA,45416,Moderate ,Zoletil,2,4.08,NA,NA,NA,NA,NA,Rump,4,Good,35.8,N,Normal,Normal,NA,14/10/2021 7:46,14/10/2021 7:57,10.73,14/10/2021 8:18,0:21:24,NA,NA,NA,0:36:08,36.13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM13,Pole syringe,NTLLS FMD Collared Pig 3,NSW,Kahmoo,-29.551582,151.240487,25/01/2023 7:06,20,f,Non Lactating ,42.2,NA,45415,Moderate ,Zoletil,2,4.74,NA,NA,NA,NA,NA,Rump,3,Good,40.2,Y,Normal,Normal,NA,25/01/2023 7:06,25/01/2023 7:23,17.23,25/01/2023 8:11,0:48:01,NA,NA,NA,1:08:15,8.25,0,NA,NA,NA,NA,NA,7/05/2023,7/05/2023,NA,101.7,dead_shotaerial,NA,Aerial shot on the 7/5/23,NA,NA
DM130,Pole syringe,Alpine Collared Pig 53,NSW,Alpine,-35.849404,149.790383,9/11/2021 7:09,18,m,NANone SelectedNA,80,NA,45417,High,Zoletil,2.4,3,NA,NA,NA,NA,NA,Rump,4,Good,38,N,Normal,Normal,NA,9/11/2021 7:09,9/11/2021 7:26,17.15,9/11/2021 7:35,0:08:31,NA,NA,NA,0:29:40,29.67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM131,Pole syringe,Alpine Collared Pig 105,NSW,Lowsebys,-34.506132,150.052557,10/11/2021 9:12,16,m,NANone SelectedNA,62,NA,45416,Low ,Zoletil,2,3.23,NA,NA,NA,NA,NA,Rump,3,Minimal ,36,N,Normal,Normal,NA,10/11/2021 8:58,10/11/2021 9:21,23.4,10/11/2021 9:21,0:00:06,NA,NA,NA,0:26:30,26.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM132,Pole syringe,Alpine Collared Pig 106,NSW,Losbys,-34.506132,150.052471,10/11/2021 9:23,16,f,Pregnant ,43.4,NA,45415,Low ,Zoletil,2,4.61,NA,NA,NA,NA,NA,Rump,3,Minimal ,38.4,N,Normal,Normal,NA,10/11/2021 9:00,10/11/2021 9:28,28.17,10/11/2021 10:00,0:32:06,NA,NA,NA,1:03:16,3.27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM133,Pole syringe,Alpine Collared Pig 54,NSW,Don Collett,-35.679603,149.751447,15/11/2021 5:22,16,m,Non Lactating ,73,NA,45416,High,Zoletil,2.4,3.29,NA,NA,NA,NA,NA,Rump,3,Good,39.6,N,Normal,Normal,NA,15/11/2021 5:22,15/11/2021 5:42,20.13,15/11/2021 6:36,0:53:39,NA,NA,NA,1:16:47,16.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM134,Pole syringe,Alpine Collared Pig 55a,NSW,Don Collett,-35.682028,149.753142,15/11/2021 6:10,16,f,Pregnant ,108.4,NA,45417,High,Zoletil,2.5,2.31,NA,NA,NA,NA,NA,Rump,4,Minimal ,38.2,N,Normal,Normal,NA,15/11/2021 6:10,15/11/2021 6:36,25.87,15/11/2021 7:12,0:35:57,NA,NA,NA,1:05:49,5.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM135,Pole syringe,Alpine Collared Pig 57,NSW,Krawaree,-35.853791,149.582698,14/12/2021 10:07,24,m,NANone SelectedNA,92,NA,45416,Moderate ,Zoletil,2.1,2.28,NA,NA,NA,NA,NA,Rump,6,Good,36,N,Normal,Normal,NA,14/12/2021 10:07,14/12/2021 10:43,35.63,14/12/2021 11:05,0:21:42,NA,NA,NA,1:03:20,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM136,Pole syringe,AlpineCollared Pig 56,NSW,Krewaree,-35.853742,149.582589,14/12/2021 10:09,24,m,NANone SelectedNA,60.4,NA,45416,Moderate ,Zoletil,2,3.31,NA,NA,NA,NA,NA,Rump,3,Deep,35.5,N,Normal,Normal,NA,14/12/2021 10:03,14/12/2021 10:55,51.65,14/12/2021 10:56,0:01:19,NA,NA,NA,0:55:58,55.97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM137,Pole syringe,Alpine Collared Pig 55,NSW,Tim Reynolds,-35.698645,149.755001,15/12/2021 6:15,18,f,Pregnant ,54.4,NA,45415,High,Zoletil,2,3.68,NA,NA,NA,NA,NA,Rump,3,Good,37.2,N,Normal,Normal,NA,15/12/2021 6:15,15/12/2021 6:32,17.35,15/12/2021 7:18,0:45:26,NA,NA,NA,1:05:47,5.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM138,Pole syringe,Alpine Collared Pig 58,NSW,Telowar,-35.705454,149.756706,15/12/2021 7:00,20,f,Pregnant ,58.4,NA,45415,High,Zoletil,2,3.42,NA,NA,NA,NA,NA,Rump,3,Good,36.2,N,Normal,Normal,NA,15/12/2021 7:00,15/12/2021 7:15,15.2,15/12/2021 8:04,0:48:55,NA,NA,NA,1:07:07,7.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM139,Pole syringe,Alpine Collared Pig 59,NSW,The Junction,-35.702934,149.862159,15/12/2021 9:43,21,f,Lactating ,32.4,NA,45413,Low ,Zoletil,1.9,5.86,NA,NA,NA,NA,NA,Rump,2,Deep,38.2,N,Normal,Normal,NA,15/12/2021 9:43,15/12/2021 10:18,35.25,15/12/2021 11:30,1:11:34,NA,NA,NA,1:48:49,48.82,0,2 x swims in Araluen Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM14,Pole syringe,NTLLS FMD Collared Pig 4,NSW,Glen more ,-29.482565,151.256197,25/01/2023 11:25,29,m,NANone SelectedNA,45,NA,45415,Low ,Zoletil,2,4.44,NA,NA,NA,NA,NA,Rump,3,Good,41.8,Y,Normal,Normal,NA,25/01/2023 10:54,25/01/2023 11:25,31.02,25/01/2023 12:22,0:57:01,NA,NA,NA,1:31:02,31.03,0,NA,NA,NA,NA,NA,2/05/2023,2/05/2023,NA,96.52,dead_shotaerial,NA,Aerial shot on the 2/5/23,NA,NA
DM140,Pole syringe,Alpine Collared Pig 60,NSW,Jinden,-35.894695,149.61311,16/12/2021 9:52,19,m,NANone SelectedNA,52.2,NA,45417,Moderate ,Zoletil,2,3.83,NA,NA,NA,NA,NA,Rump,3,Good,39.8,N,Normal,Normal,NA,16/12/2021 9:52,16/12/2021 10:12,19.95,16/12/2021 10:37,0:24:41,NA,NA,NA,0:47:38,47.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM141,Pole syringe,Alpine Collared Pig 61,NSW,Krawarree,-35.853732,149.582661,16/12/2021 11:36,19,f,Pregnant ,60.4,NA,45416,Moderate ,Zoletil,2,3.31,NA,NA,NA,NA,NA,Rump,4,Good,37.8,N,Normal,Normal,NA,16/12/2021 11:36,16/12/2021 12:00,24.12,16/12/2021 13:08,1:07:59,NA,NA,NA,1:36:06,36.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM142,Pole syringe,Alpine Collared Pig 6,NSW,Green Hills,-35.996721,149.466806,21/12/2021 11:28,25,f,Pregnant ,44.2,NA,45416,Moderate ,Zoletil,2,4.52,NA,NA,NA,NA,NA,Rump,6,Minimal ,39.1,N,Normal,Normal,NA,21/12/2021 11:11,21/12/2021 11:48,36.17,21/12/2021 12:12,0:24:29,NA,NA,NA,1:06:39,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM143,Pole syringe,Alpine Collared Pig 8,NSW,M and S Farm Mareea,-36.65503,149.367539,4/02/2022 11:55,15,f,Lactating ,44.9,NA,45415,High,Zoletil,2,4.45,NA,NA,NA,NA,NA,Rump,2,Good,38.4,N,Normal,Normal,NA,4/02/2022 11:55,4/02/2022 12:30,35.1,4/02/2022 13:57,1:27:21,NA,NA,NA,2:04:27,4.45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM144,Pole syringe,Alpine Collared Pig 9,NSW,M and S farmSiege,-36.651109,149.387947,4/02/2022 11:56,15,m,NANone SelectedNA,55,NA,45416,High,Zoletil,2,3.64,NA,NA,NA,NA,NA,Rump,3,Good,37.8,N,Normal,Normal,NA,4/02/2022 11:56,4/02/2022 12:37,40.15,4/02/2022 13:47,1:10:04,NA,NA,NA,1:53:13,53.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM145,Pole syringe,Alpine Collared Pig 7,NSW,Mt Numeralla,-36.173834,149.399582,1/03/2022 8:27,20,f,Pregnant ,47.8,NA,45416,Moderate ,Zoletil,2,4.18,NA,NA,NA,NA,NA,Rump,3,Good,38.7,N,Normal,Normal,NA,1/03/2022 8:27,1/03/2022 8:55,27.77,1/03/2022 9:36,0:40:40,NA,NA,NA,1:11:26,11.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM146,Pole syringe,Alpine Collared Pig 62,NSW,Jinden,-35.894707,149.61311,21/04/2022 10:41,13,m,NANone SelectedNA,74,NA,45417,Moderate ,Zoletil,2.1,2.84,NA,NA,NA,NA,NA,Rump,4,Good,37.3,N,Normal,Normal,NA,21/04/2022 10:41,21/04/2022 11:00,18.97,21/04/2022 11:38,0:38:28,NA,NA,NA,1:01:26,1.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM147,Pole syringe,Alpine Collared Pig 63,NSW,Jinden,-35.90079,149.615595,22/04/2022 7:52,9,m,NANone SelectedNA,78,NA,45417,Moderate ,Zoletil,2.1,2.69,NA,NA,NA,NA,NA,Rump,6,Minimal ,38.7,N,Normal,Normal,NA,22/04/2022 7:52,22/04/2022 8:13,21.02,22/04/2022 8:36,0:23:03,NA,NA,NA,0:50:04,50.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM148,Pole syringe,Alpine Collared Pig 64,NSW,Jinden,-35.900809,149.615616,22/04/2022 8:13,10,f,Pregnant ,107,NA,45417,Moderate ,Zoletil,2.3,2.15,NA,NA,NA,NA,NA,Rump,5,Minimal ,38.6,N,Normal,Normal,NA,22/04/2022 7:42,22/04/2022 8:29,47.9,22/04/2022 8:46,0:16:46,NA,NA,NA,1:09:40,9.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM149,Pole syringe,Alpine Collared Pig 10,NSW,Undo the swamp,-36.173608,149.400228,27/06/2022 15:02,8,f,Pregnant ,51,NA,45416,Moderate ,Zoletil,2,3.92,NA,NA,NA,NA,NA,Rump,3,Deep,38.6,N,Normal,Normal,NA,27/06/2022 15:02,27/06/2022 15:26,24.22,27/06/2022 16:16,0:50:12,NA,NA,NA,1:17:25,17.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM15,Pole syringe,NTLLS FMD Collared Pig 5,NSW,Maryland,-29.548622,151.319445,25/01/2023 15:37,33,f,Pregnant ,62,NA,45417,Moderate ,Zoletil,2,3.23,NA,NA,NA,NA,NA,Rump,3,Good,41.3,Y,Normal,Normal,NA,25/01/2023 15:37,25/01/2023 16:00,22.48,25/01/2023 17:17,1:16:58,NA,NA,NA,1:42:27,42.45,0,NA,NA,NA,NA,NA,4/05/2023,4/05/2023,NA,98.35,dead_shotother,NA,Shot on the 4/5/23. Weighed 48kg ,NA,NA
DM150,Pole syringe,Alpine Collared Pig 11,NSW,Shellgrove,-36.244677,149.33626,27/06/2022 16:44,6,m,Non Lactating ,54.6,NA,45415,Low ,Zoletil,2,3.66,NA,NA,NA,NA,NA,Rump,3,Good,38.3,N,Normal,Normal,NA,27/06/2022 16:44,27/06/2022 17:00,16,27/06/2022 17:53,0:53:13,NA,NA,NA,1:12:13,12.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM151,Pole syringe,Alpine Collared Pig 12,NSW,Gaerloch,-36.223163,149.484232,28/06/2022 9:12,NA1,m,Non Lactating ,76,NA,45416,Low ,Zoletil,2,2.63,NA,NA,NA,NA,NA,Rump,3,Good,35.8,N,Normal,Normal,NA,28/06/2022 9:12,28/06/2022 9:32,19.62,28/06/2022 10:02,0:30:20,NA,NA,NA,0:52:57,52.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM152,Pole syringe,Alpine Collared Pig 13,NSW,Baja mill,-36.058169,149.541665,28/06/2022 11:04,6,f,Pregnant ,58.2,NA,45416,Low ,Zoletil,2,3.44,NA,NA,NA,NA,NA,Rump,5,Minimal ,37.8,N,Normal,Normal,NA,28/06/2022 11:04,28/06/2022 11:42,38.17,28/06/2022 11:58,0:16:00,NA,NA,NA,0:59:10,59.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM153,Pole syringe,Alpine Collared Pig 14,NSW,Badaja mill,-36.058014,149.541665,28/06/2022 11:07,6,m,Non Lactating ,62.2,NA,45416,Low ,Zoletil,2,3.22,NA,NA,NA,NA,NA,Rump,2,Good,38.2,N,Normal,Normal,NA,28/06/2022 11:07,28/06/2022 11:39,32.1,28/06/2022 12:12,0:32:29,NA,NA,NA,1:06:35,6.58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM154,Pole syringe,Alpine Collared Pig 15,NSW,Shell grove,-36.244688,149.336299,28/06/2022 12:41,8,m,Non Lactating ,40.6,NA,45416,Low ,Zoletil,1.8,4.43,NA,NA,NA,NA,NA,Rump,4,Good,37.6,N,Normal,Normal,NA,28/06/2022 12:41,28/06/2022 12:55,13.5,28/06/2022 13:10,0:15:17,NA,NA,NA,0:32:47,32.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM155,Pole syringe,Alpine Collared Pig 16,NSW,Shellgrove,-36.244652,149.336302,29/06/2022 9:12,NA1,m,NANone SelectedNA,56,NA,45416,Moderate ,Zoletil,2,3.57,NA,NA,NA,NA,NA,Rump,3,Good,37.8,N,Normal,Normal,NA,29/06/2022 9:12,29/06/2022 9:30,18.25,29/06/2022 10:12,0:42:10,NA,NA,NA,1:03:25,3.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM16,Pole syringe,NTLLS FMD Collared Pig 6,NSW,Maryland,-29.548622,151.321042,25/01/2023 15:41,33,m,NANone SelectedNA,65,NA,45417,Moderate ,Zoletil,2,3.08,NA,NA,NA,NA,NA,Rump,3,Good,41.1,Y,Normal,Normal,NA,25/01/2023 15:41,25/01/2023 16:00,19.12,25/01/2023 17:20,1:19:57,NA,NA,NA,1:42:04,42.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM17,Pole syringe,NTLLS FMD Collared Pig 7,NSW,Maryland,-29.548523,151.318577,25/01/2023 15:43,33,m,NANone SelectedNA,55,NA,45416,Low ,Zoletil,2,3.64,NA,NA,NA,NA,NA,Rump,3,Good,40.7,Y,Normal,Normal,NA,25/01/2023 15:43,25/01/2023 16:08,25.07,25/01/2023 17:08,0:59:57,NA,NA,NA,1:28:01,28.02,0,NA,NA,NA,NA,NA,5/05/2023,5/05/2023,NA,99.34,dead_shotother,NA,Shot on the 5/5/23,NA,NA
DM18,Pole syringe,NTLLS FMD Collared Pig 8,NSW,Pindaroi station,-29.502336,151.296369,29/01/2023 16:33,29,f,Pregnant ,47.8,NA,45416,Low ,Zoletil,2,4.18,NA,NA,NA,NA,NA,Rump,4,Deep,39.7,N,Normal,Normal,NA,29/01/2023 16:36,29/01/2023 16:52,16.13,29/01/2023 19:00,2:08:01,NA,NA,NA,2:28:09,28.15,0,NA,NA,NA,NA,NA,5/05/2023,5/05/2023,NA,95.31,dead_shotother,NA,Shot on the 5/5/2023,NA,NA
DM19,Pole syringe,NTLLS FMD Collared Pig 9,NSW,Windorah,-29.474975,151.213451,2/02/2023 8:44,26,f,Lactating ,35.8,NA,45414,Low ,Zoletil,1.9,5.31,NA,NA,NA,NA,NA,Rump,4,Deep,40.6,Y,Normal,Normal,NA,2/02/2023 8:44,2/02/2023 8:59,15.18,2/02/2023 8:59,0:00:24,NA,NA,NA,0:19:35,19.58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM20,Pole syringe,NTLLS FMD Collared Pig 10,NSW,Kahmoo,-29.551826,151.240898,2/02/2023 13:39,29,m,NANone SelectedNA,39.6,NA,45415,Low ,Zoletil,2,5.05,NA,NA,NA,NA,NA,Rump,3,Deep,40.1,Y,Normal,Normal,NA,2/02/2023 13:38,2/02/2023 13:54,16.23,2/02/2023 13:55,0:01:28,NA,NA,NA,0:20:42,20.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM21,Pole syringe,NTLLS FMD Collared Pig 11,NSW,Tower Hill,-29.499634,151.254698,3/02/2023 8:35,28,f,Lactating ,50.6,NA,45415,Moderate ,Zoletil,2,3.95,NA,NA,NA,NA,NA,Rump,3,Good,41.7,Y,Normal,Normal,NA,3/02/2023 8:53,3/02/2023 8:53,0.03,3/02/2023 10:33,1:39:30,NA,NA,NA,1:42:31,42.52,1,Snot was coming out of snout while under the drug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM22,Pole syringe,NTLLS FMD Collared Pig 12,NSW,Kashmir,-29.53278,151.256966,14/02/2023 12:00,23.9,m,NANone SelectedNA,50.4,NA,45415,Low ,Zoletil,2.2,4.37,NA,NA,NA,NA,NA,Rump,5,Good,39.8,N,Normal,Shallow,NA,10/02/2023 8:52,10/02/2023 9:07,14.97,10/02/2023 11:15,2:07:56,NA,NA,NA,2:27:54,27.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM23,Pole syringe,NTLLS FMD Collared Pig 13,NSW,Kasmir,-29.526061,151.266754,15/02/2023 12:00,25,m,NANone SelectedNA,79.8,NA,45416,Low ,Zoletil,2,2.51,NA,NA,NA,NA,NA,Rump,5,Deep,36.9,N,Normal,Normal,NA,15/02/2023 12:00,15/02/2023 12:24,24.1,15/02/2023 12:24,0:00:01,NA,NA,NA,0:29:07,29.12,0,NA,NA,NA,NA,NA,4/05/2023,4/05/2023,NA,77.5,dead_shotaerial,NA,Shot on the 4/5/23 in aerial shoot. Final weight was 79.5kg,NA,NA
DM24,Pole syringe,NTLLS FMD Collared Pig 14,NSW,Kahmoo,-29.551705,151.240547,22/02/2023 10:16,27,m,NANone SelectedNA,67.2,NA,45416,Low ,Zoletil,2,2.98,NA,NA,NA,NA,NA,Rump,4,Good,38,N,Normal,Normal,NA,22/02/2023 10:16,22/02/2023 10:35,18.23,22/02/2023 11:30,0:55:01,NA,NA,NA,1:17:15,17.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM25,Pole syringe,NTLLS FMD Collared Pig 15,NSW,Glenorchy,-29.506635,151.2098,27/02/2023 12:34,31,m,NANone SelectedNA,55.6,NA,45415,Low ,Zoletil,2,3.6,NA,NA,NA,NA,NA,Rump,4,Deep,39.8,N,Slow,Shallow,NA,27/02/2023 12:13,27/02/2023 12:44,30.28,27/02/2023 13:49,1:05:12,NA,NA,NA,1:39:29,39.48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM26,Pole syringe,NTLLS FMD Collared Pig 16,NSW,Glenmore,-29.48262,151.25631,28/02/2023 7:23,19,f,Lactating ,33.6,NA,45414,Low ,Zoletil,2,5.95,NA,NA,NA,NA,NA,Rump,3,Deep,36.4,N,Normal,Normal,NA,28/02/2023 7:10,28/02/2023 7:31,21.13,28/02/2023 8:31,0:59:58,NA,NA,NA,1:24:06,24.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM27,Pole syringe,Eastern Collared Pig 44,NSW,Old farm ,-29.960884,152.065458,22/02/2022 9:01,19,m,NANone SelectedNA,55.6,NA,45416,High,Zoletil,2,3.6,NA,NA,NA,NA,NA,Rump,3,Minimal ,39.2,N,Rapid,Shallow,NA,22/02/2022 9:01,22/02/2022 9:31,30.13,22/02/2022 9:47,0:16:01,NA,NA,NA,0:49:09,49.15,0,NA,NA,NA,NA,NA,4/05/2022,4/05/2022,NA,70.62,dead_unknown,NA,Died on the 4/5/2022,NA,NA
DM28,Pole syringe,Eastern Collared Pig 45,NSW,Old farm ,-29.960884,152.065458,22/02/2022 9:10,19,f,Non Lactating ,39.8,NA,45415,Low ,Zoletil,2,5.03,NA,NA,NA,NA,NA,Rump,3,Deep,39.5,N,Normal,Normal,NA,22/02/2022 9:10,22/02/2022 9:40,29.13,22/02/2022 10:10,0:30:01,NA,NA,NA,1:02:09,2.15,0,NA,NA,NA,NA,NA,NA,Unknown after 37 days,1/04/2022,NA,NA,NA,Collar retrieved 1 April 2022,NA,NA
DM29,Pole syringe,Eastern Collared Pig 47,NSW,Kingsgate Station,-29.755585,151.980057,23/02/2022 8:10,18,m,NANone SelectedNA,81.8,NA,45416,Moderate ,Zoletil,2,2.44,NA,NA,NA,NA,NA,Rump,4,Good,38.8,N,Normal,Normal,NA,23/02/2022 8:10,23/02/2022 8:31,21.88,23/02/2022 8:58,0:26:27,NA,NA,NA,0:52:20,52.33,0,Collar never worked ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM30,Pole syringe,Eastern Collared Pig 46,NSW,Kingsgate Station,-29.755633,151.980097,23/02/2022 8:17,18,f,Pregnant ,51.6,NA,45416,Moderate ,Zoletil,2,3.88,NA,NA,NA,NA,NA,Rump,3,Good,39.1,N,Normal,Normal,NA,23/02/2022 8:17,23/02/2022 8:38,21.75,23/02/2022 8:54,0:16:14,NA,NA,NA,0:40:59,40.98,0,NA,NA,NA,NA,NA,14/01/2023,14/01/2023,NA,324.65,dead_unknown,NA,Died on the 14th Jan 2023,NA,NA
DM31,Pole syringe,Eastern Collared Pig 48,NSW,KINGSGATE STATION,-29.80654,152.063656,23/02/2022 11:30,18,f,Lactating ,48,NA,45414,Moderate ,Zoletil,2,4.17,NA,NA,NA,NA,NA,Rump,3,Good,39.7,N,Normal,Normal,NA,23/02/2022 11:30,23/02/2022 11:45,14.97,23/02/2022 12:24,0:39:00,NA,NA,NA,0:56:58,56.97,0,NA,NA,NA,NA,NA,29/12/2022,29/12/2022,NA,308.52,dead_unknown,NA,Died on the 29/12/2022,NA,NA
DM32,Pole syringe,Eastern Collared Pig 49,NSW,Eastern river,-29.899928,152.012193,28/02/2022 12:47,15,m,NANone SelectedNA,39.5,NA,45416,Low ,Zoletil,2,5.06,NA,NA,NA,NA,NA,Rump,1,Deep,38.5,N,Normal,Normal,NA,28/02/2022 12:47,28/02/2022 13:00,13.22,28/02/2022 14:13,1:13:02,NA,NA,NA,1:27:15,27.25,1,Left eye was infected. 1inch cut to the top of the head. Died on the 1/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM33,Pole syringe,Eastern Collared Pig 50,NSW,Kingsgate station ,-29.810225,152.064518,3/03/2022 9:54,19,m,NANone SelectedNA,53.6,NA,45415,Low ,Zoletil,2,3.73,NA,NA,NA,NA,NA,Rump,5,Good,38.5,N,Normal,Normal,NA,3/03/2022 9:54,3/03/2022 10:13,19.12,3/03/2022 11:07,0:54:00,NA,NA,NA,1:18:07,18.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM34,Pole syringe,Eastern Collared Pig 51,NSW,Kingsgate Station ,-29.790899,152.027092,4/03/2022 7:32,16,m,NANone SelectedNA,58,NA,45416,High,Zoletil,2,3.45,NA,NA,NA,NA,NA,Rump,12,Minimal ,42.2,Y,Panting ,Shallow,NA,4/03/2022 7:32,4/03/2022 8:02,30.65,4/03/2022 8:35,0:32:19,NA,NA,NA,1:14:58,14.97,NA,NA,NA,NA,NA,NA,28/01/2023,28/01/2023,NA,329.69,NA,NA,NA,NA,NA
DM35,Pole syringe,Eastern Collared Pig 52,NSW,Kingsgate Station,-29.790973,152.025032,4/03/2022 8:08,16,f,Lactating ,35.2,NA,45415,Low ,Zoletil,2,5.68,NA,NA,NA,NA,NA,Rump,2,Deep,39.4,N,Normal,Normal,NA,4/03/2022 8:08,4/03/2022 8:30,21.22,4/03/2022 9:03,0:33:00,NA,NA,NA,0:56:13,56.22,0,NA,NA,NA,NA,NA,6/01/2023,6/01/2023,NA,307.66,dead_unknown,NA,Died 6/1/23,NA,NA
